Element,Concentration,New_Region
Oxygen,0.728807,"2053,0.0"
Sodium,0.0159222,"2053,0.25"
Aluminum,0.0107198,"2053,0.5"
Silicon,0.236725,"2053,0.75"
Phosphorus,0,"2054,0.0"
Sulfur,0.000601005,"2054,0.25"
Chlorine,0.00652259,"2054,0.5"
Manganese,0.000701647,"2054,0.75"
Oxygen,0.607227,"2055,0.0"
Silicon,0.133657,"2055,0.25"
Phosphorus,0.036079,"2055,0.5"
Sulfur,0,"2055,0.75"
Chlorine,0.0290961,"2056,0.0"
Calcium,0.00357531,"2056,0.25"
Manganese,0,"2056,0.5"
Iron,0.0928809,"2056,0.75"
Germanium,0.0189511,"2057,0.0"
Bromine,0.0785344,"2057,0.25"
Oxygen,0.611961,"2057,0.5"
Magnesium,0.0189344,"2057,0.75"
Aluminum,0.0314521,"2058,0.0"
Silicon,0.133734,"2058,0.25"
Phosphorus,0.0664967,"2058,0.5"
Sulfur,0.000755724,"2058,0.75"
Potassium,0.0012397,"2059,0.0"
Calcium,0.0810288,"2059,0.25"
Titanium,0.00101194,"2059,0.5"
Chromium,0.00279647,"2059,0.75"
Manganese,0.000882274,"2060,0.0"
Iron,0.00650924,"2060,0.25"
Nickel,0.0016518,"2060,0.5"
Bromine,0.0415458,"2060,0.75"
Oxygen,0.52128,"2061,0.0"
Sodium,0.270592,"2061,0.25"
Aluminum,0.0172678,"2061,0.5"
Silicon,0.0467234,"2061,0.75"
Phosphorus,0.000683303,"2062,0.0"
Sulfur,0.0983517,"2062,0.25"
Chlorine,0.0334306,"2062,0.5"
Potassium,0.00974519,"2062,0.75"
Manganese,0.00192653,"2063,0.0"
Oxygen,0.606797,"2063,0.25"
Magnesium,0.000993057,"2063,0.5"
Aluminum,0.00179096,"2063,0.75"
Silicon,0.266531,"2064,0.0"
Phosphorus,0,"2064,0.25"
Sulfur,0,"2064,0.5"
Potassium,0.00123535,"2064,0.75"
Calcium,0.000602573,"2065,0.0"
Titanium,0.000504199,"2065,0.25"
Chromium,0.00139333,"2065,0.5"
Manganese,0,"2065,0.75"
Iron,0.118918,"2066,0.0"
Nickel,0.00123451,"2066,0.25"
Carbon,0.289717,"2066,0.5"
Oxygen,0.151346,"2066,0.75"
Sodium,0.270877,"2067,0.0"
Silicon,0.037663,"2067,0.25"
Phosphorus,0,"2067,0.5"
Sulfur,0.000733087,"2067,0.75"
Chlorine,0.217465,"2068,0.0"
Manganese,0.000427923,"2068,0.25"
Bromine,0.0317704,"2068,0.5"
Oxygen,0.521214,"2068,0.75"
Aluminum,0.0185992,"2069,0.0"
Silicon,0.114958,"2069,0.25"
Iron,0.345228,"2069,0.5"
Oxygen,0.719096,"2069,0.75"
Silicon,0.259724,"2070,0.0"
Phosphorus,0.000711467,"2070,0.25"
Sulfur,0.00274914,"2070,0.5"
Manganese,0.00240713,"2070,0.75"
Gold,0.0153126,"2071,0.0"
Oxygen,0.500822,"2071,0.25"
Aluminum,0.0249192,"2071,0.5"
Silicon,0.335879,"2071,0.75"
Phosphorus,0,"2072,0.0"
Sulfur,0.000806014,"2072,0.25"
Manganese,0.00705739,"2072,0.5"
Iron,0.130517,"2072,0.75"
Oxygen,0.337123,"2073,0.0"
Silicon,0.115527,"2073,0.25"
Phosphorus,0.00849324,"2073,0.5"
Sulfur,0.00136743,"2073,0.75"
Chlorine,0.0976994,"2074,0.0"
Manganese,0,"2074,0.25"
Iron,0.159396,"2074,0.5"
Bromine,0.280394,"2074,0.75"
Oxygen,0.638717,"2075,0.0"
Magnesium,0.000882792,"2075,0.25"
Aluminum,0.00636841,"2075,0.5"
Silicon,0.327125,"2075,0.75"
Phosphorus,0,"2076,0.0"
Sulfur,0.000669457,"2076,0.25"
Potassium,0.000549092,"2076,0.5"
Calcium,0.000535666,"2076,0.75"
Titanium,0.00089643,"2077,0.0"
Chromium,0.0016515,"2077,0.25"
Manganese,0.00156312,"2077,0.5"
Iron,0.00345972,"2077,0.75"
Nickel,0.00146325,"2078,0.0"
Bromine,0.0161182,"2078,0.25"
Oxygen,0.676467,"2078,0.5"
Magnesium,0,"2078,0.75"
Aluminum,0,"2079,0.0"
Silicon,0.100623,"2079,0.25"
Phosphorus,0.046731,"2079,0.5"
Sulfur,0,"2079,0.75"
Potassium,0.000881577,"2080,0.0"
Calcium,0.0292407,"2080,0.25"
Titanium,0.000719617,"2080,0.5"
Chromium,0,"2080,0.75"
Manganese,0.00564665,"2081,0.0"
Iron,0.00617182,"2081,0.25"
Nickel,0.0276039,"2081,0.5"
Bromine,0.0293285,"2081,0.75"
Lanthanum,0.0272938,"2082,0.0"
Gold,0.0492923,"2082,0.25"
Oxygen,0.625325,"2082,0.5"
Magnesium,0.00497158,"2082,0.75"
Aluminum,0,"2083,0.0"
Silicon,0.128054,"2083,0.25"
Phosphorus,0.0936673,"2083,0.5"
Sulfur,0.000942539,"2083,0.75"
Potassium,0.00463845,"2084,0.0"
Calcium,0.0181001,"2084,0.25"
Titanium,0.00189314,"2084,0.5"
Chromium,0.00581293,"2084,0.75"
Manganese,0.0143048,"2085,0.0"
Iron,0.0432977,"2085,0.25"
Nickel,0.00309019,"2085,0.5"
Lanthanum,0.0239346,"2085,0.75"
Ytterbium,0.0319671,"2086,0.0"
Oxygen,0.620458,"2086,0.25"
Magnesium,0,"2086,0.5"
Aluminum,0.015024,"2086,0.75"
Silicon,0.181915,"2087,0.0"
Phosphorus,0.0588569,"2087,0.25"
Sulfur,0,"2087,0.5"
Potassium,0.00115145,"2087,0.75"
Calcium,0.102782,"2088,0.0"
Titanium,0.00234978,"2088,0.25"
Chromium,0.00303032,"2088,0.5"
Manganese,0.00245842,"2088,0.75"
Iron,0.00967346,"2089,0.0"
Nickel,0.00230134,"2089,0.25"
Oxygen,0.513731,"2089,0.5"
Magnesium,0.031885,"2089,0.75"
Silicon,0.296301,"2090,0.0"
Phosphorus,0.0542326,"2090,0.25"
Sulfur,0.00080599,"2090,0.5"
Calcium,0.0180576,"2090,0.75"
Manganese,0.00376383,"2091,0.0"
Iron,0.0259175,"2091,0.25"
Bromine,0.0553056,"2091,0.5"
Oxygen,0.575778,"2091,0.75"
Sodium,0.0495174,"2092,0.0"
Magnesium,0.0114473,"2092,0.25"
Aluminum,0.036598,"2092,0.5"
Silicon,0.119832,"2092,0.75"
Phosphorus,0.0596369,"2093,0.0"
Sulfur,0.00157835,"2093,0.25"
Potassium,0.00258915,"2093,0.5"
Calcium,0.0707235,"2093,0.75"
Titanium,0.00105674,"2094,0.0"
Chromium,0.00243355,"2094,0.25"
Manganese,0.00322465,"2094,0.5"
Iron,0.00317211,"2094,0.75"
Nickel,0.00129369,"2095,0.0"
Bromine,0.0611189,"2095,0.25"
Oxygen,0.687188,"2095,0.5"
Sodium,0.0105804,"2095,0.75"
Magnesium,0.00909653,"2096,0.0"
Aluminum,0.036092,"2096,0.25"
Silicon,0.118135,"2096,0.5"
Phosphorus,0.0814072,"2096,0.75"
Sulfur,0.000689827,"2097,0.0"
Potassium,0.00678959,"2097,0.25"
Calcium,0.0187668,"2097,0.5"
Titanium,0.00138556,"2097,0.75"
Chromium,0.000850875,"2098,0.0"
Manganese,0.0028187,"2098,0.25"
Iron,0.0079222,"2098,0.5"
Nickel,0.00490025,"2098,0.75"
Lanthanum,0.0133768,"2099,0.0"
Oxygen,0.638472,"2099,0.25"
Magnesium,0.0148361,"2099,0.5"
Aluminum,0.00919761,"2099,0.75"
Silicon,0.0899145,"2100,0.0"
Phosphorus,0.0982688,"2100,0.25"
Sulfur,0,"2100,0.5"
Potassium,0.00173025,"2100,0.75"
Calcium,0.135035,"2101,0.0"
Titanium,0.00188316,"2101,0.25"
Chromium,0.00303569,"2101,0.5"
Manganese,0.00205232,"2101,0.75"
Iron,0.00403776,"2102,0.0"
Nickel,0.00153695,"2102,0.25"
Oxygen,0.610432,"2102,0.5"
Magnesium,0.104381,"2102,0.75"
Aluminum,0.000797665,"2103,0.0"
Silicon,0.236651,"2103,0.25"
Phosphorus,0,"2103,0.5"
Sulfur,0.000670814,"2103,0.75"
Potassium,0.00165062,"2104,0.0"
Calcium,0.00322051,"2104,0.25"
Titanium,0.000898247,"2104,0.5"
Chromium,0.00165485,"2104,0.75"
Manganese,0.000391573,"2105,0.0"
Iron,0.0385193,"2105,0.25"
Nickel,0.000733107,"2105,0.5"
Oxygen,0.333542,"2105,0.75"
Silicon,0.124039,"2106,0.0"
Phosphorus,0.00142365,"2106,0.25"
Sulfur,0.00275053,"2106,0.5"
Chlorine,0.0995029,"2106,0.75"
Manganese,0,"2107,0.0"
Iron,0.148463,"2107,0.25"
Bromine,0.290278,"2107,0.5"
Oxygen,0.574433,"2107,0.75"
Silicon,0.0632209,"2108,0.0"
Phosphorus,0.00100567,"2108,0.25"
Sulfur,0.000971491,"2108,0.5"
Manganese,0,"2108,0.75"
Iron,0.360369,"2109,0.0"
Oxygen,0.660228,"2109,0.25"
Magnesium,0.0473474,"2109,0.5"
Silicon,0.128325,"2109,0.75"
Phosphorus,0.0387848,"2110,0.0"
Sulfur,0,"2110,0.25"
Manganese,0,"2110,0.5"
Iron,0.0551294,"2110,0.75"
Germanium,0.0275876,"2111,0.0"
Bromine,0.0425976,"2111,0.25"
Oxygen,0.639724,"2111,0.5"
Sodium,0.0170818,"2111,0.75"
Magnesium,0.0110532,"2112,0.0"
Aluminum,0.051369,"2112,0.25"
Silicon,0.249549,"2112,0.5"
Phosphorus,0.00266985,"2112,0.75"
Sulfur,0,"2113,0.0"
Potassium,0.00423078,"2113,0.25"
Calcium,0.0128979,"2113,0.5"
Titanium,0.00215845,"2113,0.75"
Chromium,0.000397653,"2114,0.0"
Manganese,0.00112912,"2114,0.25"
Iron,0.00703458,"2114,0.5"
Nickel,0.00070465,"2114,0.75"
Oxygen,0.605612,"2115,0.0"
Sodium,0.0189974,"2115,0.25"
Magnesium,0.0105684,"2115,0.5"
Aluminum,0,"2115,0.75"
Silicon,0.101565,"2116,0.0"
Phosphorus,0.110343,"2116,0.25"
Sulfur,0.000801446,"2116,0.5"
Potassium,0.00328675,"2116,0.75"
Calcium,0.0955502,"2117,0.0"
Titanium,0.00160975,"2117,0.25"
Chromium,0.00494276,"2117,0.5"
Manganese,0.00748522,"2117,0.75"
Iron,0.020249,"2118,0.0"
Nickel,0.0013138,"2118,0.25"
Ytterbium,0.0176756,"2118,0.5"
Oxygen,0.465903,"2118,0.75"
Magnesium,0.00254369,"2119,0.0"
Aluminum,0.0206438,"2119,0.25"
Silicon,0.216926,"2119,0.5"
Phosphorus,0.00199686,"2119,0.75"
Sulfur,0.00289348,"2120,0.0"
Chlorine,0.0139566,"2120,0.25"
Potassium,0.000791082,"2120,0.5"
Calcium,0.00926087,"2120,0.75"
Titanium,0.000645747,"2121,0.0"
Chromium,0.00118967,"2121,0.25"
Manganese,0.00281501,"2121,0.5"
Iron,0,"2121,0.75"
Nickel,0.25192,"2122,0.0"
Bromine,0.00851462,"2122,0.25"
Oxygen,0.264245,"2122,0.5"
Silicon,0.0728292,"2122,0.75"
Chlorine,0.0230769,"2123,0.0"
Potassium,0.312766,"2123,0.25"
Bromine,0.327082,"2123,0.5"
Oxygen,0.712201,"2123,0.75"
Silicon,0.285496,"2124,0.0"
Phosphorus,0.000629837,"2124,0.25"
Sulfur,0.00060843,"2124,0.5"
Manganese,0.00106547,"2124,0.75"
Oxygen,0.702636,"2125,0.0"
Sodium,0.0278811,"2125,0.25"
Silicon,0.253972,"2125,0.5"
Phosphorus,0,"2125,0.75"
Sulfur,0.00374921,"2126,0.0"
Manganese,0.000729506,"2126,0.25"
Bromine,0.0110328,"2126,0.5"
Oxygen,0.689775,"2126,0.75"
Magnesium,0.00327653,"2127,0.0"
Aluminum,0.000738647,"2127,0.25"
Silicon,0.297862,"2127,0.5"
Phosphorus,0,"2127,0.75"
Sulfur,0.000621182,"2128,0.0"
Potassium,0.00101899,"2128,0.25"
Calcium,0.000497039,"2128,0.5"
Titanium,0.000831787,"2128,0.75"
Chromium,0.00114931,"2129,0.0"
Manganese,0.0010878,"2129,0.25"
Iron,0.00178347,"2129,0.5"
Nickel,0.00135773,"2129,0.75"
Oxygen,0.420939,"2130,0.0"
Sodium,0.0770598,"2130,0.25"
Silicon,0.14386,"2130,0.5"
Sulfur,0.021001,"2130,0.75"
Chlorine,0.036987,"2131,0.0"
Potassium,0.0498622,"2131,0.25"
Iron,0.043159,"2131,0.5"
Bromine,0.207132,"2131,0.75"
Oxygen,0.649058,"2132,0.0"
Magnesium,0.0386519,"2132,0.25"
Silicon,0.149793,"2132,0.5"
Phosphorus,0,"2132,0.75"
Sulfur,0.012562,"2133,0.0"
Manganese,0.00488852,"2133,0.25"
Gold,0.145047,"2133,0.5"
Carbon,0.0848051,"2133,0.75"
Oxygen,0.518348,"2134,0.0"
Magnesium,0.00119656,"2134,0.25"
Aluminum,0.00431595,"2134,0.5"
Silicon,0.0756255,"2134,0.75"
Phosphorus,0.000939324,"2135,0.0"
Sulfur,0,"2135,0.25"
Potassium,0.00297701,"2135,0.5"
Calcium,0.00145211,"2135,0.75"
Titanium,0,"2136,0.0"
Chromium,0,"2136,0.25"
Manganese,0,"2136,0.5"
Iron,0.306373,"2136,0.75"
Nickel,0.00396664,"2137,0.0"
Oxygen,0.228551,"2137,0.25"
Sodium,0.327268,"2137,0.5"
Magnesium,0,"2137,0.75"
Aluminum,0.00593816,"2138,0.0"
Silicon,0.0741182,"2138,0.25"
Phosphorus,0.000861589,"2138,0.5"
Sulfur,0.000832306,"2138,0.75"
Chlorine,0.343248,"2139,0.0"
Potassium,0.00136532,"2139,0.25"
Calcium,0.00133194,"2139,0.5"
Titanium,0.00111449,"2139,0.75"
Chromium,0.00256654,"2140,0.0"
Manganese,0.00388672,"2140,0.25"
Iron,0.00573508,"2140,0.5"
Nickel,0.00318358,"2140,0.75"
Oxygen,0.522915,"2141,0.0"
Sodium,0.194009,"2141,0.25"
Aluminum,0.00874981,"2141,0.5"
Silicon,0.140525,"2141,0.75"
Phosphorus,0,"2142,0.0"
Sulfur,0.0990032,"2142,0.25"
Chlorine,0.0320645,"2142,0.5"
Manganese,0.00273336,"2142,0.75"
Oxygen,0.486621,"2143,0.0"
Magnesium,0.00931332,"2143,0.25"
Silicon,0.30036,"2143,0.5"
Phosphorus,0.0146223,"2143,0.75"
Sulfur,0,"2144,0.0"
Chlorine,0.0127749,"2144,0.25"
Calcium,0.0120088,"2144,0.5"
Manganese,0.00566868,"2144,0.75"
Iron,0.104429,"2145,0.0"
Bromine,0.0542018,"2145,0.25"
Oxygen,0.626088,"2145,0.5"
Sodium,0.0164354,"2145,0.75"
Magnesium,0.0112258,"2146,0.0"
Aluminum,0.0521712,"2146,0.25"
Silicon,0.254193,"2146,0.5"
Phosphorus,0.0040673,"2146,0.75"
Sulfur,0.000654844,"2147,0.0"
Potassium,0.00375974,"2147,0.25"
Calcium,0.0146712,"2147,0.5"
Titanium,0.00306902,"2147,0.75"
Chromium,0.00201931,"2148,0.0"
Manganese,0.001529,"2148,0.25"
Iron,0.00940056,"2148,0.5"
Nickel,0.000715653,"2148,0.75"
Oxygen,0.618117,"2149,0.0"
Aluminum,0.0193509,"2149,0.25"
Silicon,0.164427,"2149,0.5"
Iron,0.198105,"2149,0.75"
Oxygen,0.472986,"2150,0.0"
Aluminum,0.0143285,"2150,0.25"
Silicon,0.154768,"2150,0.5"
Phosphorus,0.00103949,"2150,0.75"
Sulfur,0.00200831,"2151,0.0"
Manganese,0.0158262,"2151,0.25"
Iron,0.339043,"2151,0.5"
Oxygen,0.334694,"2151,0.75"
Sodium,0.211664,"2152,0.0"
Silicon,0.0247585,"2152,0.25"
Phosphorus,0,"2152,0.5"
Sulfur,0.00216859,"2152,0.75"
Chlorine,0.0558963,"2153,0.0"
Manganese,0.0113928,"2153,0.25"
Iron,0.315046,"2153,0.5"
Bromine,0.0443804,"2153,0.75"
Oxygen,0.667239,"2154,0.0"
Magnesium,0.000831388,"2154,0.25"
Aluminum,0.00449819,"2154,0.5"
Silicon,0.318874,"2154,0.75"
Phosphorus,0,"2155,0.0"
Sulfur,0.000630476,"2155,0.25"
Potassium,0.00103424,"2155,0.5"
Calcium,0.00100895,"2155,0.75"
Titanium,0.000422116,"2156,0.0"
Chromium,0.000777668,"2156,0.25"
Manganese,0.00184013,"2156,0.5"
Iron,0.00181015,"2156,0.75"
Nickel,0.00103353,"2157,0.0"
Carbon,0.0472449,"2157,0.25"
Oxygen,0.549679,"2157,0.5"
Sodium,0.019736,"2157,0.75"
Aluminum,0.0136751,"2158,0.0"
Silicon,0.0878689,"2158,0.25"
Phosphorus,0,"2158,0.5"
Sulfur,0.000884644,"2158,0.75"
Manganese,0,"2159,0.0"
Iron,0.280911,"2159,0.25"
Oxygen,0.711336,"2159,0.5"
Magnesium,0.000809661,"2159,0.75"
Aluminum,0.00146021,"2160,0.0"
Silicon,0.276893,"2160,0.25"
Phosphorus,0.000635602,"2160,0.5"
Sulfur,0.000613999,"2160,0.75"
Potassium,0.000503605,"2161,0.0"
Calcium,0.000491291,"2161,0.25"
Titanium,0.000822169,"2161,0.5"
Chromium,0.00151469,"2161,0.75"
Manganese,0.00215045,"2162,0.0"
Iron,0.00176284,"2162,0.25"
Nickel,0.00100652,"2162,0.5"
Oxygen,0.624926,"2162,0.75"
Sodium,0.0135853,"2163,0.0"
Magnesium,0.00342613,"2163,0.25"
Aluminum,0.0610174,"2163,0.5"
Silicon,0.26845,"2163,0.75"
Phosphorus,0.00268959,"2164,0.0"
Sulfur,0.000649544,"2164,0.25"
Potassium,0.00586035,"2164,0.5"
Calcium,0.00623679,"2164,0.75"
Titanium,0.00260929,"2165,0.0"
Chromium,0.00160237,"2165,0.25"
Manganese,0.00303325,"2165,0.5"
Iron,0.00484872,"2165,0.75"
Nickel,0.00106479,"2166,0.0"
Oxygen,0.679085,"2166,0.25"
Magnesium,0.000825817,"2166,0.5"
Aluminum,0.00595739,"2166,0.75"
Silicon,0.303153,"2167,0.0"
Phosphorus,0.000648285,"2167,0.25"
Sulfur,0.000626251,"2167,0.5"
Potassium,0.00102731,"2167,0.75"
Calcium,0.00200438,"2168,0.0"
Titanium,0.000838574,"2168,0.25"
Chromium,0.00115868,"2168,0.5"
Manganese,0.00109668,"2168,0.75"
Iron,0.00323643,"2169,0.0"
Nickel,0.000342202,"2169,0.25"
Oxygen,0.58762,"2169,0.5"
Sodium,0.017072,"2169,0.75"
Silicon,0.371206,"2170,0.0"
Chlorine,0.00799731,"2170,0.25"
Bromine,0.0161041,"2170,0.5"
Oxygen,0.256578,"2170,0.75"
Silicon,0.0730731,"2171,0.0"
Phosphorus,0,"2171,0.25"
Sulfur,0.00284464,"2171,0.5"
Chlorine,0.0231542,"2171,0.75"
Potassium,0.317314,"2172,0.0"
Manganese,0,"2172,0.25"
Bromine,0.327036,"2172,0.5"
Oxygen,0.600263,"2172,0.75"
Sodium,0.0105448,"2173,0.0"
Magnesium,0.00598348,"2173,0.25"
Aluminum,0,"2173,0.5"
Silicon,0.229666,"2173,0.75"
Phosphorus,0.0328802,"2174,0.0"
Sulfur,0.000756254,"2174,0.25"
Potassium,0.00992452,"2174,0.5"
Calcium,0.0332814,"2174,0.75"
Titanium,0.00354429,"2175,0.0"
Chromium,0.00652967,"2175,0.25"
Manganese,0.00971182,"2175,0.5"
Iron,0.0199757,"2175,0.75"
Nickel,0.00082648,"2176,0.0"
Bromine,0.0361125,"2176,0.25"
Oxygen,0.743104,"2176,0.5"
Silicon,0.256548,"2176,0.75"
Phosphorus,0,"2177,0.0"
Sulfur,0,"2177,0.25"
Manganese,0.000347929,"2177,0.5"
Oxygen,0.674818,"2177,0.75"
Magnesium,0.11956,"2178,0.0"
Silicon,0.173729,"2178,0.25"
Phosphorus,0.00131269,"2178,0.5"
Sulfur,0,"2178,0.75"
Calcium,0.0065952,"2179,0.0"
Manganese,0.000740207,"2179,0.25"
Iron,0.0182037,"2179,0.5"
Germanium,0.00504206,"2179,0.75"
Oxygen,0.222211,"2180,0.0"
Sodium,0.319384,"2180,0.25"
Silicon,0.0512561,"2180,0.5"
Phosphorus,0,"2180,0.75"
Sulfur,0.0036649,"2181,0.0"
Chlorine,0.343054,"2181,0.25"
Manganese,0.00160448,"2181,0.5"
Bromine,0.0588255,"2181,0.75"
Oxygen,0.0594234,"2182,0.0"
Sodium,0.082676,"2182,0.25"
Silicon,0.0112825,"2182,0.5"
Phosphorus,0,"2182,0.75"
Sulfur,0,"2183,0.0"
Chlorine,0.0595835,"2183,0.25"
Potassium,0.379607,"2183,0.5"
Manganese,0.000961427,"2183,0.75"
Bromine,0.406466,"2184,0.0"
Oxygen,0.569425,"2184,0.25"
Aluminum,0.0580951,"2184,0.5"
Silicon,0.0908988,"2184,0.75"
Iron,0.281581,"2185,0.0"
Oxygen,0.652736,"2185,0.25"
Magnesium,0.000843677,"2185,0.5"
Aluminum,0.00989014,"2185,0.75"
Silicon,0.320666,"2186,0.0"
Phosphorus,0.000662306,"2186,0.25"
Sulfur,0.000639795,"2186,0.5"
Potassium,0.00157429,"2186,0.75"
Calcium,0.00255966,"2187,0.0"
Titanium,0.000428356,"2187,0.25"
Chromium,0.00157833,"2187,0.5"
Manganese,0.00261426,"2187,0.75"
Iron,0.00440857,"2188,0.0"
Nickel,0.00139841,"2188,0.25"
Oxygen,0.683514,"2188,0.5"
Magnesium,0,"2188,0.75"
Aluminum,0.0133262,"2189,0.0"
Silicon,0.166333,"2189,0.25"
Phosphorus,0.0696074,"2189,0.5"
Sulfur,0.000800495,"2189,0.75"
Potassium,0.00262628,"2190,0.0"
Calcium,0.0115293,"2190,0.25"
Titanium,0.0010719,"2190,0.5"
Chromium,0.00296214,"2190,0.75"
Manganese,0.0032709,"2191,0.0"
Iron,0.0087335,"2191,0.25"
Nickel,0.00174966,"2191,0.5"
Lutetium,0.0344756,"2191,0.75"
Oxygen,0.492063,"2192,0.0"
Sodium,0.0573987,"2192,0.25"
Magnesium,0,"2192,0.5"
Aluminum,0.00622994,"2192,0.75"
Silicon,0.361456,"2193,0.0"
Phosphorus,0,"2193,0.25"
Sulfur,0.00523921,"2193,0.5"
Chlorine,0.0162457,"2193,0.75"
Potassium,0.016575,"2194,0.0"
Calcium,0.00119776,"2194,0.25"
Titanium,0.00200443,"2194,0.5"
Chromium,0.00184639,"2194,0.75"
Manganese,0.00349517,"2195,0.0"
Iron,0.00902533,"2195,0.25"
Nickel,0.00122694,"2195,0.5"
Zinc,0.00256992,"2195,0.75"
Bromine,0.0234264,"2196,0.0"
Oxygen,0.604932,"2196,0.25"
Sodium,0.0138125,"2196,0.5"
Magnesium,0.00783771,"2196,0.75"
Aluminum,0.0486879,"2197,0.0"
Silicon,0.291035,"2197,0.25"
Phosphorus,0.00273457,"2197,0.5"
Sulfur,0.000660406,"2197,0.75"
Potassium,0.00650002,"2198,0.0"
Calcium,0.0100401,"2198,0.25"
Titanium,0.00265293,"2198,0.5"
Chromium,0.00122188,"2198,0.75"
Manganese,0.00154199,"2199,0.0"
Iron,0.00834276,"2199,0.25"
Nickel,0,"2199,0.5"
Oxygen,0.650938,"2199,0.75"
Magnesium,0.0008497,"2200,0.0"
Aluminum,0.00842832,"2200,0.25"
Silicon,0.322219,"2200,0.5"
Phosphorus,0,"2200,0.75"
Sulfur,0.000644363,"2201,0.0"
Potassium,0.00158553,"2201,0.25"
Calcium,0.000515587,"2201,0.5"
Titanium,0.00129424,"2201,0.75"
Chromium,0.00238439,"2202,0.0"
Manganese,0.00225679,"2202,0.25"
Iron,0.00407004,"2202,0.5"
Nickel,0.000704199,"2202,0.75"
Zinc,0.00410892,"2203,0.0"
Oxygen,0.598478,"2203,0.25"
Silicon,0.294684,"2203,0.5"
Phosphorus,0,"2203,0.75"
Sulfur,0.000763647,"2204,0.0"
Chlorine,0.0407479,"2204,0.25"
Manganese,0.00312033,"2204,0.5"
Bromine,0.062206,"2204,0.75"
Oxygen,0.607165,"2205,0.0"
Magnesium,0.00115116,"2205,0.25"
Aluminum,0.00103805,"2205,0.5"
Silicon,0.124582,"2205,0.75"
Phosphorus,0.000903683,"2206,0.0"
Sulfur,0.000872968,"2206,0.25"
Potassium,0.00214804,"2206,0.5"
Calcium,0.00139701,"2206,0.75"
Titanium,0.00233788,"2207,0.0"
Chromium,0.00430709,"2207,0.25"
Manganese,0,"2207,0.5"
Iron,0.253143,"2207,0.75"
Nickel,0.000954033,"2208,0.0"
Oxygen,0.650838,"2208,0.25"
Magnesium,0.0478889,"2208,0.5"
Silicon,0.233323,"2208,0.75"
Phosphorus,0.000737134,"2209,0.0"
Sulfur,0.00142416,"2209,0.25"
Chlorine,0.0135241,"2209,0.5"
Manganese,0.000831322,"2209,0.75"
Bromine,0.0514334,"2210,0.0"
Oxygen,0.520688,"2210,0.25"
Magnesium,0.00241238,"2210,0.5"
Aluminum,0.0358932,"2210,0.75"
Silicon,0.195285,"2211,0.0"
Phosphorus,0,"2211,0.25"
Sulfur,0.0192088,"2211,0.5"
Chlorine,0.0173724,"2211,0.75"
Potassium,0.000750245,"2212,0.0"
Calcium,0.0014638,"2212,0.25"
Titanium,0.000612413,"2212,0.5"
Chromium,0,"2212,0.75"
Manganese,0,"2213,0.0"
Iron,0.135511,"2213,0.25"
Nickel,0.00399858,"2213,0.5"
Bromine,0.0668029,"2213,0.75"
Oxygen,0.627746,"2214,0.0"
Magnesium,0.108399,"2214,0.25"
Aluminum,0.000807833,"2214,0.5"
Silicon,0.199335,"2214,0.75"
Phosphorus,0.000703269,"2215,0.0"
Sulfur,0.000679366,"2215,0.25"
Potassium,0.000557219,"2215,0.5"
Calcium,0.00163078,"2215,0.75"
Titanium,0.000454849,"2216,0.0"
Chromium,0.000837972,"2216,0.25"
Manganese,0,"2216,0.5"
Iron,0.0577353,"2216,0.75"
Nickel,0.00111368,"2217,0.0"
Oxygen,0.715541,"2217,0.25"
Sodium,0.0386437,"2217,0.5"
Aluminum,0.00549255,"2217,0.75"
Silicon,0.0986908,"2218,0.0"
Phosphorus,0,"2218,0.25"
Sulfur,0.0712659,"2218,0.5"
Potassium,0.0173193,"2218,0.75"
Manganese,0,"2219,0.0"
Iron,0.0530471,"2219,0.25"
Oxygen,0.684756,"2219,0.5"
Sodium,0.00756114,"2219,0.75"
Magnesium,0.0151953,"2220,0.0"
Aluminum,0.00886619,"2220,0.25"
Silicon,0.0681014,"2220,0.5"
Phosphorus,0.0835008,"2220,0.75"
Sulfur,0,"2221,0.0"
Potassium,0.0016679,"2221,0.25"
Calcium,0.11878,"2221,0.5"
Titanium,0.000907653,"2221,0.75"
Chromium,0.00250826,"2222,0.0"
Manganese,0.00237404,"2222,0.25"
Iron,0.00467071,"2222,0.5"
Nickel,0.00111117,"2222,0.75"
Oxygen,0.730273,"2223,0.0"
Aluminum,0.00935041,"2223,0.25"
Silicon,0.0344141,"2223,0.5"
Sulfur,0.117952,"2223,0.75"
Calcium,0.108011,"2224,0.0"
Oxygen,0.629612,"2224,0.25"
Magnesium,0.109824,"2224,0.5"
Aluminum,0.00467872,"2224,0.75"
Silicon,0.216373,"2225,0.0"
Phosphorus,0.000678853,"2225,0.25"
Sulfur,0.00065578,"2225,0.5"
Potassium,0.000537874,"2225,0.75"
Calcium,0.00419778,"2226,0.0"
Titanium,0.00175623,"2226,0.25"
Chromium,0.0020222,"2226,0.5"
Manganese,0.00153119,"2226,0.75"
Iron,0.0259826,"2227,0.0"
Nickel,0.00215003,"2227,0.25"
Oxygen,0.317719,"2227,0.5"
Aluminum,0.141006,"2227,0.75"
Silicon,0.11328,"2228,0.0"
Phosphorus,0.00125259,"2228,0.25"
Sulfur,0.00242004,"2228,0.5"
Chlorine,0.0875474,"2228,0.75"
Manganese,0,"2229,0.0"
